episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
191,Q084,0.4317,4,3,accepted,1,1.0,14.916,4784,845,391,0.009246,-0.470376,nan,-0.401057,-0.499514,-0.52247,True
192,Q028,0.0383,4,3,accepted,1,0.5,9.195,5651,849,393,0.009136,-0.458283,nan,-0.415864,-0.503951,-0.549505,True
193,Q075,0.2787,4,3,accepted,1,1.0,31.218,3656,853,395,0.002048,-0.452738,nan,-0.455111,-0.549678,-0.619173,True
194,Q036,0.1819,7,5,accepted,1,1.0,28.895,9842,860,399,0.004575,-0.417392,nan,-0.408542,-0.492424,-0.559061,True
195,Q008,0.34,4,3,accepted,1,1.0,14.856,5103,864,401,0.005668,-0.461704,nan,-0.443286,-0.541266,-0.547202,True
196,Q011,0.48,4,3,accepted,1,1.0,18.821,7080,868,403,0.008293,-0.459246,nan,-0.451208,-0.555991,-0.571048,True
197,Q052,0.3312,4,3,accepted,1,0.8333,31.092,4216,872,405,0.004943,-0.408676,nan,-0.334489,-0.480676,-0.495503,True
198,Q020,0.1856,4,3,accepted,1,0.75,32.885,2977,876,407,0.004495,-0.464727,nan,-0.444406,-0.526372,-0.574834,True
199,Q009,0.5466,4,3,accepted,1,1.0,25.84,3243,880,409,0.032358,-0.4343,nan,-0.402203,-0.535784,-0.558949,True
200,Q027,0.4444,4,3,accepted,1,1.0,28.779,3086,884,411,0.01582,-0.444324,nan,-0.361985,-0.495064,-0.448528,True
