episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
62,Q019,0.5267,4,3,accepted,1,1.0,20.466,1083,248,93,0.005877,-0.610773,nan,-0.569184,-0.360679,-0.647531,True
63,Q034,0.4212,4,3,accepted,1,1.0,23.804,1446,252,95,0.001066,-0.557093,nan,-0.481677,-0.348877,-0.603953,True
64,Q013,0.4443,4,3,accepted,1,1.0,19.284,1165,256,97,0.004038,-0.542554,nan,-0.484812,-0.327769,-0.604795,True
65,Q012,0.3521,4,3,accepted,1,1.0,21.52,1047,260,99,0.001835,-0.54054,nan,-0.509743,-0.382384,-0.68147,True
66,Q024,0.4377,4,3,accepted,1,1.0,20.344,1494,264,101,0.001737,-0.519869,nan,-0.483313,-0.380217,-0.5631,True
67,Q031,0.3752,4,3,accepted,1,0.6667,21.934,1116,268,103,0.00663,-0.538008,nan,-0.470595,-0.418657,-0.657064,True
68,Q033,0.2615,4,3,accepted,1,0.75,21.772,1111,272,105,0.004013,-0.528456,nan,-0.461495,-0.452115,-0.664758,True
69,Q012,0.382,4,3,accepted,1,1.0,23.429,1055,276,107,0.003021,-0.476671,nan,-0.465329,-0.437749,-0.639712,True
70,Q003,0.2422,4,3,accepted,1,0.5,19.331,841,280,109,0.003689,-0.521119,nan,-0.504837,-0.411426,-0.614875,True
71,Q014,0.3926,4,3,accepted,1,1.0,22.404,1022,284,111,0.002907,-0.557537,nan,-0.519425,-0.424416,-0.683613,True
72,Q005,0.8122,4,3,accepted,1,1.0,18.839,1059,288,113,0.002766,-0.506019,nan,-0.420877,-0.358383,-0.557968,True
73,Q035,0.305,4,3,accepted,1,0.6667,19.801,1374,292,115,0.004349,-0.571933,nan,-0.513187,-0.388865,-0.61875,True
74,Q006,0.3425,4,2,accepted,1,1.0,16.548,313,296,117,0.002067,-0.581496,nan,-0.496929,-0.401718,-0.647091,True
75,Q015,0.4438,4,3,accepted,1,1.0,19.749,1403,300,119,0.003966,-0.527963,nan,-0.476468,-0.419806,-0.611339,True
76,Q022,0.2847,4,2,accepted,1,0.6667,18.553,483,304,121,0.006324,-0.562092,nan,-0.508394,-0.462086,-0.629541,True
77,Q032,0.3466,4,3,accepted,1,1.0,28.773,1670,308,123,0.006691,-0.597179,nan,-0.457985,-0.497802,-0.613554,True
78,Q027,0.4684,4,3,accepted,1,1.0,22.823,1236,312,125,0.00322,-0.561869,nan,-0.471677,-0.463696,-0.592991,True
79,Q034,0.2348,4,3,accepted,1,0.6667,10.117,915,316,127,0.003383,-0.598359,nan,-0.457196,-0.472662,-0.584765,True
80,Q026,0.4285,4,3,accepted,1,1.0,23.404,1324,320,129,0.00536,-0.560854,nan,-0.459317,-0.448106,-0.585658,True
81,Q037,0.5184,4,3,accepted,1,1.0,18.45,1164,324,131,0.002741,-0.541151,nan,-0.427783,-0.397249,-0.530711,True
82,Q038,0.4552,4,3,accepted,1,1.0,5.623,1229,328,133,0.002591,-0.568045,nan,-0.512384,-0.438999,-0.642147,True
83,Q018,0.4109,4,3,accepted,1,1.0,21.761,878,332,135,0.003977,-0.551081,nan,-0.471566,-0.429132,-0.621488,True
84,Q032,0.2975,4,3,accepted,1,1.0,14.181,1504,336,137,0.003671,-0.484482,nan,-0.382198,-0.380638,-0.550776,True
85,Q017,0.5134,4,3,accepted,1,1.0,11.075,1332,340,139,0.00179,-0.574834,nan,-0.469095,-0.4248,-0.590822,True
86,Q016,0.4128,4,2,accepted,1,1.0,6.954,617,344,141,0.00509,-0.589319,nan,-0.468799,-0.422885,-0.55142,True
87,Q009,0.4327,4,2,accepted,1,1.0,17.552,294,348,143,0.003352,-0.525277,nan,-0.409322,-0.393425,-0.528469,True
88,Q025,0.5011,4,2,accepted,1,1.0,17.587,518,352,145,0.002125,-0.558665,nan,-0.492355,-0.51669,-0.667837,True
89,Q033,0.4011,4,3,accepted,1,1.0,21.181,1104,356,147,0.004902,-0.54582,nan,-0.453366,-0.488124,-0.621089,True
90,Q035,0.455,4,3,accepted,1,1.0,19.795,1374,360,149,0.003835,-0.494043,nan,-0.437662,-0.464422,-0.573915,True
91,Q016,0.4517,4,3,accepted,1,1.0,22.984,1528,364,151,0.003623,-0.594877,nan,-0.488315,-0.505223,-0.636181,True
92,Q028,0.4995,4,3,accepted,1,1.0,19.143,1049,368,153,0.003123,-0.572991,nan,-0.444608,-0.506759,-0.625862,True
93,Q001,0.8127,4,3,accepted,1,1.0,17.598,1028,372,155,0.00259,-0.50115,nan,-0.448732,-0.457556,-0.525424,True
94,Q030,0.5624,4,3,accepted,1,1.0,18.23,1103,376,157,0.00238,-0.572602,nan,-0.468884,-0.516145,-0.689044,True
95,Q016,0.4526,4,3,accepted,1,1.0,24.628,1522,380,159,0.006294,-0.519797,nan,-0.422554,-0.471212,-0.618309,True
96,Q022,0.2459,4,3,accepted,1,0.5,18.662,1057,384,161,0.006159,-0.501025,nan,-0.421299,-0.452599,-0.59564,True
97,Q025,0.5149,4,3,accepted,1,1.0,19.091,1305,388,163,0.001883,-0.576614,nan,-0.488977,-0.527636,-0.602718,True
98,Q022,0.2641,4,3,accepted,1,0.6667,19.11,1211,392,165,0.005876,-0.548826,nan,-0.445257,-0.483364,-0.598039,True
99,Q008,0.4723,4,3,accepted,1,1.0,10.467,1555,396,167,0.006182,-0.515511,nan,-0.43674,-0.476856,-0.588678,True
100,Q031,0.5259,4,3,accepted,1,1.0,20.054,1116,400,169,0.002721,-0.600559,nan,-0.46313,-0.514271,-0.642112,True
101,Q003,0.0206,4,3,accepted,1,0.5,22.815,822,404,171,0.006968,-0.54365,nan,-0.422659,-0.494729,-0.61846,True
102,Q030,0.5308,4,2,accepted,1,1.0,4.813,685,408,173,0.003548,-0.514484,nan,-0.404452,-0.481695,-0.577064,True
103,Q008,0.4911,4,2,accepted,1,1.0,5.408,506,412,175,0.001847,-0.565713,nan,-0.422745,-0.505272,-0.581213,True
104,Q004,0.6164,4,3,accepted,1,1.0,19.074,1092,416,177,0.003304,-0.558693,nan,-0.407813,-0.493873,-0.646813,True
105,Q014,0.1531,4,2,accepted,1,0.5,20.642,394,420,179,0.003874,-0.555894,nan,-0.333665,-0.469663,-0.595318,True
106,Q034,0.3793,4,3,accepted,1,1.0,24.043,2033,424,181,0.007662,-0.600834,nan,-0.34674,-0.498777,-0.556257,True
107,Q010,0.6167,4,2,accepted,1,1.0,16.412,442,428,183,0.004217,-0.619628,nan,-0.378561,-0.524372,-0.534253,True
108,Q001,0.2923,4,2,accepted,1,0.6667,6.609,503,432,185,0.00753,-0.587621,nan,-0.382905,-0.527721,-0.610391,True
109,Q011,0.3006,4,2,accepted,1,0.6667,6.641,516,436,187,0.002181,-0.524094,nan,-0.343584,-0.518845,-0.642028,True
110,Q022,0.2466,4,2,accepted,1,0.5,17.123,422,440,189,0.005118,-0.48161,nan,-0.288727,-0.441158,-0.593387,True
111,Q002,0.5627,4,2,accepted,1,1.0,2.575,652,444,191,0.004782,-0.550886,nan,-0.346976,-0.493343,-0.528933,True
112,Q015,0.0623,4,2,accepted,1,0.5,6.381,1374,448,193,0.004474,-0.631426,nan,-0.472115,-0.562135,-0.582903,True
113,Q024,0.4456,4,2,accepted,1,1.0,5.008,541,452,195,0.004771,-0.558013,nan,-0.335483,-0.471212,-0.584426,True
