episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
157,Q020,0.2634,4,3,accepted,1,0.8,29.659,2228,663,300,0.00827,-0.465635,nan,-0.430085,-0.505865,-0.597364,True
158,Q059,0.2188,7,4,accepted,1,1.0,11.28,7257,670,304,0.009303,-0.531952,nan,-0.50657,-0.61957,-0.625784,True
159,Q015,0.489,4,2,accepted,1,1.0,6.315,3462,674,306,0.006927,-0.491991,nan,-0.459037,-0.59972,-0.597318,True
160,Q064,0.551,4,2,accepted,1,1.0,6.059,4037,678,308,0.016684,-0.493222,nan,-0.452237,-0.558554,-0.611643,True
161,Q067,0.626,4,2,accepted,1,1.0,6.295,3170,682,310,0.004556,-0.501502,nan,-0.431362,-0.576824,-0.657939,True
162,Q044,0.6492,4,2,accepted,1,1.0,4.982,2788,686,312,0.006798,-0.483854,nan,-0.435105,-0.555209,-0.656721,True
163,Q004,0.5011,4,3,accepted,1,0.6667,28.942,2647,690,314,0.005129,-0.474784,nan,-0.44232,-0.560339,-0.688579,True
164,Q015,0.2731,7,4,accepted,1,1.0,15.29,6940,697,317,0.006046,-0.50407,nan,-0.471002,-0.589449,-0.631936,True
165,Q003,0.3683,4,3,accepted,1,0.6667,23.32,2182,701,319,0.004539,-0.478184,nan,-0.461596,-0.531627,-0.609177,True
166,Q068,0.6071,4,3,accepted,1,1.0,26.799,2619,705,321,0.012949,-0.525212,nan,-0.479671,-0.532222,-0.605894,True
167,Q031,0.4929,4,2,accepted,1,1.0,5.1,3925,709,323,0.006209,-0.519976,nan,-0.513926,-0.579991,-0.619143,True
168,Q079,0.4143,4,2,accepted,1,1.0,3.97,3039,713,325,0.003032,-0.469226,nan,-0.482899,-0.568307,-0.618565,True
169,Q029,0.6124,4,2,accepted,1,1.0,8.459,2612,717,327,0.004575,-0.424786,nan,-0.435836,-0.51853,-0.546321,True
170,Q052,0.5018,4,3,accepted,1,0.8,24.508,2827,721,329,0.003728,-0.503171,nan,-0.468269,-0.55697,-0.624957,True
171,Q084,0.6241,4,2,accepted,1,1.0,4.461,3270,725,331,0.006698,-0.539711,nan,-0.490258,-0.587739,-0.607464,True
172,Q075,0.4279,4,3,accepted,1,1.0,23.998,2202,729,333,0.004555,-0.502639,nan,-0.439756,-0.524436,-0.657912,True
173,Q024,0.4846,4,3,accepted,1,1.0,42.703,2623,733,335,0.006461,-0.474081,nan,-0.407533,-0.496823,-0.604338,True
174,Q059,-0.523,10,6,rejected,0,0.6667,17.421,11346,743,340,0.004345,-0.471576,nan,-0.4434,-0.545489,-0.626379,True
175,Q045,0.6437,4,3,accepted,1,1.0,25.788,2039,747,342,0.00591,-0.489394,nan,-0.452786,-0.570696,-0.612921,True
176,Q021,0.5563,4,3,accepted,1,1.0,48.366,2632,751,344,0.011907,-0.464602,nan,-0.434062,-0.507449,-0.626574,True
177,Q067,0.6259,4,3,accepted,1,1.0,10.864,5187,755,346,0.003376,-0.487479,nan,-0.441958,-0.550978,-0.647349,True
178,Q043,0.6499,4,3,accepted,1,1.0,27.979,2770,759,348,0.004522,-0.49739,nan,-0.461883,-0.584321,-0.590555,True
179,Q042,0.4619,4,3,accepted,1,0.6667,29.866,1878,763,350,0.004179,-0.494982,nan,-0.457238,-0.562066,-0.578492,True
180,Q015,0.5025,4,3,accepted,1,1.0,16.832,5877,767,352,0.005703,-0.473216,nan,-0.452104,-0.519213,-0.624082,True
181,Q062,0.5837,4,3,accepted,1,1.0,21.538,1577,771,354,0.009852,-0.474757,nan,-0.420819,-0.581988,-0.675863,True
182,Q034,0.5442,4,3,accepted,1,1.0,41.758,1930,775,356,0.003431,-0.452531,nan,-0.438245,-0.534723,-0.606508,True
183,Q076,0.6863,4,3,accepted,1,1.0,16.939,6284,779,358,0.007133,-0.485198,nan,-0.428019,-0.563643,-0.665124,True
184,Q052,0.5181,4,3,accepted,1,0.8,22.71,2809,783,360,0.00684,-0.503702,nan,-0.421137,-0.550906,-0.68689,True
185,Q065,0.6072,4,3,accepted,1,1.0,17.512,6478,787,362,0.008162,-0.478262,nan,-0.438151,-0.565035,-0.578255,True
186,Q084,0.6422,4,3,accepted,1,1.0,12.362,6552,791,364,0.005414,-0.494391,nan,-0.468504,-0.594352,-0.610009,True
187,Q004,0.5066,4,3,accepted,1,0.6667,27.068,1999,795,366,0.007037,-0.511198,nan,-0.488636,-0.601151,-0.61384,True
188,Q046,0.7382,4,2,accepted,1,1.0,16.327,320,799,368,0.009949,-0.479582,nan,-0.46366,-0.573205,-0.573258,True
189,Q076,0.6607,4,3,accepted,1,1.0,15.489,6523,803,370,0.004536,-0.465229,nan,-0.458077,-0.515942,-0.644901,True
190,Q019,0.5512,4,3,accepted,1,1.0,21.558,1996,807,372,0.003391,-0.493397,nan,-0.502211,-0.568462,-0.682287,True
191,Q052,0.5162,4,3,accepted,1,0.8333,26.424,2854,811,374,0.003653,-0.447845,nan,-0.465567,-0.53836,-0.646934,True
192,Q082,0.4925,4,3,accepted,1,1.0,7.6,1978,815,376,0.006352,-0.474465,nan,-0.485203,-0.562853,-0.597637,True
193,Q071,0.4623,4,3,accepted,1,0.75,28.858,1999,819,378,0.005231,-0.518475,nan,-0.49094,-0.611251,-0.663807,True
194,Q042,0.4527,4,3,accepted,1,0.6667,27.732,1918,823,380,0.00298,-0.472286,nan,-0.435393,-0.561217,-0.673185,True
195,Q043,0.6902,4,3,accepted,1,1.0,26.845,3788,827,382,0.006598,-0.448479,nan,-0.49033,-0.515361,-0.579208,True
196,Q085,0.5677,4,3,accepted,1,1.0,9.763,5747,831,384,0.003756,-0.486594,nan,-0.473586,-0.537563,-0.65456,True
197,Q065,0.4819,4,3,accepted,1,0.75,14.253,6189,835,386,0.003206,-0.506674,nan,-0.504805,-0.582253,-0.644186,True
