episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
100,Q037,0.4549,4,3,accepted,1,1.0,26.884,2167,446,96,0.015445,0.077805,nan,-0.042453,-0.202383,-0.680096,True
101,Q049,0.5349,4,3,accepted,1,0.8,29.342,2529,450,97,0.009093,0.040922,nan,-0.075371,-0.227216,-0.549203,True
102,Q068,0.482,4,3,accepted,1,0.6667,34.199,2168,454,98,0.012007,0.038062,nan,-0.087189,-0.192082,-0.598357,True
103,Q083,0.4565,4,3,accepted,1,0.75,45.08,2230,458,99,0.010566,0.06582,nan,-0.049589,-0.21012,-0.520309,True
104,Q086,0.5658,4,3,accepted,1,1.0,26.751,2537,462,100,0.012013,0.102538,nan,-0.009108,-0.187275,-0.487208,True
105,Q062,0.5749,4,3,accepted,1,1.0,27.723,1596,466,101,0.027508,0.124573,nan,0.038247,-0.186542,-0.465997,True
106,Q042,0.4636,4,3,accepted,1,0.75,27.961,1904,470,102,0.008373,0.117494,nan,-0.015501,-0.221604,-0.517725,True
107,Q052,0.5082,4,3,accepted,1,0.8333,23.571,2863,474,103,0.01311,0.058807,nan,-0.075154,-0.31638,-0.477987,True
108,Q029,0.4972,4,3,accepted,1,1.0,20.808,1051,478,104,0.023932,0.067758,nan,-0.119262,-0.311789,-0.525722,True
109,Q001,0.5336,4,3,accepted,1,1.0,26.919,1386,482,105,0.016521,0.04454,nan,-0.1407,-0.318277,-0.684552,True
110,Q064,0.676,4,3,accepted,1,1.0,25.383,2219,486,106,0.031625,0.089826,nan,-0.051441,-0.280757,-0.583088,True
111,Q033,0.6466,4,3,accepted,1,1.0,25.24,2441,490,107,0.019649,0.13207,nan,-0.033153,-0.18579,-0.461614,True
112,Q062,0.5653,4,3,accepted,1,1.0,27.364,1552,494,108,0.013803,0.140947,nan,-0.049463,-0.2128,-0.547753,True
113,Q051,0.5904,4,3,accepted,1,1.0,24.956,2400,498,109,0.007039,0.105435,nan,-0.095539,-0.250945,-0.706502,True
114,Q049,0.5294,4,3,accepted,1,0.8,31.316,2528,502,110,0.003106,0.052799,nan,-0.135055,-0.266746,-0.670088,True
115,Q011,0.6507,4,3,accepted,1,1.0,25.996,2964,506,111,0.013151,0.049119,nan,-0.177966,-0.333657,-0.577888,True
116,Q071,0.5842,4,3,accepted,1,1.0,29.599,1745,510,112,0.01148,0.040303,nan,-0.155262,-0.255165,-0.715911,True
117,Q086,0.5734,4,3,accepted,1,1.0,31.195,2509,514,113,0.010426,0.084654,nan,-0.076755,-0.267505,-0.602444,True
118,Q061,0.6156,4,3,accepted,1,1.0,32.752,2534,518,114,0.014432,0.138202,nan,0.007422,-0.263083,-0.569963,True
119,Q083,0.4555,4,3,accepted,1,0.6667,42.219,2098,522,115,0.02311,0.142846,nan,-0.022163,-0.155568,-0.634541,True
120,Q050,0.048,10,7,accepted,1,0.6667,45.195,2516,532,118,0.034085,0.020058,nan,-0.11453,-0.221688,-0.413288,True
121,Q039,0.4188,4,3,accepted,1,0.5,21.491,2133,536,119,0.021703,0.010068,nan,-0.127334,-0.304913,-0.53051,True
122,Q081,0.5604,4,3,accepted,1,1.0,25.596,2129,540,120,0.01744,-0.013255,nan,-0.173841,-0.279068,-0.518455,True
123,Q075,0.3935,4,3,accepted,1,1.0,27.955,2215,544,121,0.021623,0.004983,nan,-0.149338,-0.312962,-0.505078,True
124,Q047,0.3572,4,3,accepted,1,0.6667,22.102,1918,548,122,0.01244,0.027287,nan,-0.136558,-0.307215,-0.577866,True
125,Q023,0.5687,4,3,accepted,1,1.0,26.465,2065,552,123,0.010269,0.086118,nan,-0.11706,-0.351842,-0.569117,True
126,Q085,0.6168,4,3,accepted,1,1.0,19.938,1582,556,124,0.015769,0.109566,nan,-0.072539,-0.320065,-0.547032,True
127,Q047,0.3236,4,3,accepted,1,0.5,26.085,2143,560,125,0.025038,0.171711,nan,-0.061334,-0.262499,-0.487596,True
128,Q057,0.2422,4,3,accepted,1,1.0,22.143,2342,564,126,0.038306,0.174678,nan,-0.025947,-0.220987,-0.434076,True
129,Q031,0.5463,4,3,accepted,1,1.0,24.397,2160,568,127,0.008884,0.134164,nan,-0.051139,-0.232877,-0.499988,True
130,Q049,0.5192,4,3,accepted,1,0.8,28.436,2516,572,128,0.007582,0.03928,nan,-0.152503,-0.300247,-0.637719,True
131,Q047,0.3231,4,3,accepted,1,0.5,25.036,2140,576,129,0.002819,-0.045911,nan,-0.212381,-0.323273,-0.667333,True
132,Q001,0.5407,4,3,accepted,1,1.0,23.53,1372,580,130,0.008172,-0.064945,nan,-0.218864,-0.334353,-0.59722,True
133,Q022,0.6581,4,3,accepted,1,1.0,23.65,1940,584,131,0.015067,-0.033069,nan,-0.201129,-0.303678,-0.559469,True
134,Q006,0.4154,4,3,accepted,1,1.0,25.033,2392,588,132,0.024397,0.005903,nan,-0.125568,-0.263363,-0.494489,True
135,Q013,0.4662,4,3,accepted,1,1.0,22.541,1991,592,133,0.022334,0.090195,nan,-0.068775,-0.189717,-0.367819,True
136,Q082,0.4889,4,3,accepted,1,1.0,24.614,2225,596,134,0.007932,0.109207,nan,-0.035702,-0.168375,-0.510038,True
137,Q088,0.5955,4,3,accepted,1,1.0,24.219,2001,600,135,0.015708,0.123727,nan,-0.059191,-0.217175,-0.51768,True
138,Q078,0.5321,4,3,accepted,1,1.0,19.773,2139,604,136,0.012278,0.059769,nan,-0.115855,-0.346939,-0.516936,True
139,Q057,0.2433,4,3,accepted,1,1.0,20.94,2290,608,137,0.013067,0.007326,nan,-0.158534,-0.324389,-0.665978,True
140,Q012,0.4164,4,3,accepted,1,0.5,43.126,2024,612,138,0.006286,-0.003905,nan,-0.171324,-0.395049,-0.598427,True
141,Q014,0.6427,4,3,accepted,1,1.0,20.216,2593,616,139,0.011234,0.004894,nan,-0.126234,-0.36401,-0.634645,True
142,Q084,0.5667,4,3,accepted,1,1.0,22.826,1416,620,140,0.006746,0.052469,nan,-0.139066,-0.313074,-0.676093,True
143,Q041,0.6717,4,3,accepted,1,1.0,26.248,2506,624,141,0.017676,0.114798,nan,-0.065032,-0.243591,-0.488327,True
144,Q060,0.4027,4,3,accepted,1,1.0,28.222,2180,628,142,0.020281,0.109594,nan,-0.054298,-0.258689,-0.470231,True
145,Q044,0.5327,4,3,accepted,1,1.0,22.681,2133,632,143,0.009631,0.100268,nan,-0.076178,-0.231933,-0.510536,True
146,Q058,0.5413,4,3,accepted,1,1.0,27.887,2261,636,144,0.011476,0.036136,nan,-0.149511,-0.318901,-0.6077,True
147,Q035,-0.3908,10,7,rejected,0,0.0,38.714,3023,646,146,0.013016,-0.061667,nan,-0.220154,-0.429678,-0.629501,True
148,Q069,0.5583,4,3,accepted,1,1.0,22.126,1367,650,147,0.013184,-0.050487,nan,-0.207538,-0.377401,-0.651857,True
149,Q011,0.6874,4,3,accepted,1,1.0,24.384,3395,654,148,0.006639,0.000209,nan,-0.134505,-0.331775,-0.497077,True
150,Q013,0.4634,4,3,accepted,1,1.0,22.505,1978,658,149,0.02495,0.076926,nan,-0.084487,-0.25854,-0.476882,True
151,Q062,0.5606,4,3,accepted,1,1.0,22.517,1553,662,150,0.021828,0.114532,nan,-0.063473,-0.317951,-0.340134,True
152,Q058,0.5029,4,3,accepted,1,1.0,24.746,1945,666,151,0.028118,0.10997,nan,-0.08367,-0.275103,-0.39505,True
153,Q006,0.4584,4,3,accepted,1,1.0,25.139,2115,670,152,0.012084,0.052209,nan,-0.11147,-0.308248,-0.570252,True
154,Q086,0.4462,4,3,accepted,1,0.75,24.284,2440,674,153,0.003286,0.013403,nan,-0.161106,-0.412551,-0.654943,True
155,Q050,0.3313,4,3,accepted,1,0.3333,28.089,1598,678,154,0.013695,-0.011253,nan,-0.209533,-0.461432,-0.69291,True
156,Q013,0.473,4,3,accepted,1,1.0,25.904,3178,682,155,0.00473,0.001332,nan,-0.174996,-0.398057,-0.572241,True
157,Q054,0.0245,4,3,accepted,1,0.5,23.396,1788,686,156,0.004287,0.042198,nan,-0.15933,-0.387407,-0.589267,True
158,Q036,0.5598,4,3,accepted,1,1.0,27.767,2250,690,157,0.013319,0.059195,nan,-0.11791,-0.362524,-0.417209,True
159,Q042,0.473,4,3,accepted,1,0.75,28.096,2113,694,158,0.006983,0.047064,nan,-0.10797,-0.371244,-0.338067,True
160,Q041,0.6499,4,3,accepted,1,1.0,22.922,1866,698,159,0.005731,0.019072,nan,-0.149491,-0.320215,-0.616056,True
161,Q009,0.5529,4,3,accepted,1,1.0,23.628,1844,702,160,0.018569,-0.019386,nan,-0.121519,-0.32336,-0.565256,True
162,Q038,0.5188,4,3,accepted,1,0.8,26.715,2138,706,161,0.006317,-0.018512,nan,-0.145256,-0.401916,-0.710114,True
163,Q086,0.3218,4,3,accepted,1,0.5,27.828,2445,710,162,0.00626,-0.025634,nan,-0.156417,-0.351735,-0.514896,True
164,Q079,0.464,4,3,accepted,1,1.0,18.085,1373,714,163,0.004525,-0.005243,nan,-0.119669,-0.376002,-0.688578,True
165,Q062,0.5734,4,3,accepted,1,1.0,20.677,1520,718,164,0.004222,-0.006335,nan,-0.146179,-0.295373,-0.567508,True
166,Q043,0.4088,4,3,accepted,1,0.6,26.542,3364,722,165,0.01475,0.006254,nan,-0.126922,-0.298505,-0.641023,True
167,Q058,0.5048,4,3,accepted,1,1.0,24.802,1979,726,166,0.005988,0.009775,nan,-0.135526,-0.333823,-0.625728,True
168,Q008,0.3998,4,3,accepted,1,1.0,23.268,1620,730,167,0.021968,0.022384,nan,-0.147197,-0.404218,-0.60096,True
169,Q042,0.4555,4,3,accepted,1,0.6667,25.709,1852,734,168,0.035401,0.038657,nan,-0.124393,-0.379427,-0.542702,True
170,Q059,0.4161,4,3,accepted,1,0.6667,26.24,2215,738,169,0.004286,0.03747,nan,-0.140391,-0.308749,-0.57603,True
